igre,disciplina,poddisciplina,mesto,ime,drzava,rezultat 
Innsbruck 1976,cross country skiing,50km men,5,Gerhard Grimmer,GDR,2:41:15.46
Innsbruck 1976,cross country skiing,50km men,6,Per Knut Aaland,NOR,2:41:18.06
Innsbruck 1976,cross country skiing,50km men,7,Pal Tyldum,NOR,2:42:21.86
Innsbruck 1976,cross country skiing,50km men,8,Tommy Limby,SWE,2:42:43.58
Innsbruck 1976,cross country skiing,50km men,9,Juhani Repo,FIN,2:42:54.89
Innsbruck 1976,cross country skiing,50km men,10,Arto Koivisto,FIN,2:43:44.79
Innsbruck 1976,cross country skiing,50km men,11,Jean Paul Pierrat,FRA,2:44:03.31
Innsbruck 1976,cross country skiing,50km men,12,Vasily Rochev,URS,2:44:31.23
Innsbruck 1976,cross country skiing,50km men,13,Bill Koch,USA,2:44:34.69
Innsbruck 1976,cross country skiing,50km men,14,Milan Jary,TCH,2:44:51.16
Innsbruck 1976,cross country skiing,50km men,15,Jiri Beran,TCH,2:44:51.80
Innsbruck 1976,cross country skiing,50km men,16,Sven Ake Lundback,SWE,2:45:04.82
Innsbruck 1976,cross country skiing,50km men,17,Jan Fajstavr,TCH,2:45:19.91
Innsbruck 1976,cross country skiing,50km men,18,Franz Renggli,SUI,2:45:25.24
Innsbruck 1976,cross country skiing,50km men,19,Matti Kuosku,SWE,2:45:33.41
Innsbruck 1976,cross country skiing,50km men,20,Heinz Gahler,SUI,2:45:51.64
Innsbruck 1976,cross country skiing,50km men,21,Sergey Savelyev,URS,2:46:01.36
Innsbruck 1976,cross country skiing,50km men,22,Hans Skinstad,CAN,2:46:11.83
Innsbruck 1976,cross country skiing,50km men,23,Georg Zipfel,FRG,2:46:20.30
Innsbruck 1976,cross country skiing,50km men,24,Herbert Wachter,AUT,2:46:40.25
Innsbruck 1976,cross country skiing,50km men,25,Walter Demel,FRG,2:46:55.95
Innsbruck 1976,cross country skiing,50km men,26,Werner Vogel,AUT,2:47:05.63
Innsbruck 1976,cross country skiing,50km men,27,Pertti Teurajarvi,FIN,2:47:25.60
Innsbruck 1976,cross country skiing,50km men,28,Gerd He Ler,GDR,2:47:34.90
Innsbruck 1976,cross country skiing,50km men,29,Jean Paul Vandel,FRA,2:47:45.20
Innsbruck 1976,cross country skiing,50km men,30,Stanislav Henych,TCH,2:48:00.27
Innsbruck 1976,cross country skiing,50km men,31,Venanz Egger,SUI,2:48:30.70
Innsbruck 1976,cross country skiing,50km men,32,Christian Pfeuti,SUI,2:49:50.90
Innsbruck 1976,cross country skiing,50km men,33,Dieter Meinel,GDR,2:49:52.42
Innsbruck 1976,cross country skiing,50km men,34,Juha Mieto,FIN,2:50:03.61
Innsbruck 1976,cross country skiing,50km men,35,Reinhold Feichter,AUT,2:50:53.00
Innsbruck 1976,cross country skiing,50km men,36,Stanley Dunklee,USA,2:51:26.28
Innsbruck 1976,cross country skiing,50km men,37,Edward Day,CAN,2:51:58.75
Innsbruck 1976,cross country skiing,50km men,38,Yevgeny Belyaev,URS,2:54:00.55
Innsbruck 1976,cross country skiing,50km men,39,Lubomir Toskov,BUL,2:55:11.11
Innsbruck 1976,cross country skiing,50km men,40,Petar Pankov,BUL,2:57:07.93
Innsbruck 1976,cross country skiing,50km men,41,Ernie Lenie,CAN,3:01:01.57
Innsbruck 1976,cross country skiing,50km men,42,Halldor Matthiasson,ISL,3:02:51.17
Innsbruck 1976,cross country skiing,50km men,43,Heinrich Wallner,AUT,3:03:58.19
Innsbruck 1976,cross country skiing,50km men,44,Maskimilijan Jelenc,YUG,3:05:05.94
Innsbruck 1976,cross country skiing,10km women,1,Raisa Smetanina,URS,30:13.41
Innsbruck 1976,cross country skiing,10km women,2,Helena Takalo,FIN,30:14.28
Innsbruck 1976,cross country skiing,10km women,3,Galina Kulakova,URS,30:38.61
Innsbruck 1976,cross country skiing,10km women,4,Nina Baldycheva,URS,30:52.58
Innsbruck 1976,cross country skiing,10km women,5,Eva Ohlsson,SWE,31:08.72
Innsbruck 1976,cross country skiing,10km women,6,Zinaida Amosova,URS,31:11.23
Innsbruck 1976,cross country skiing,10km women,7,Barbara Petzold,GDR,31:12.20
Innsbruck 1976,cross country skiing,10km women,8,Veronika Hesse,GDR,31:12.33
Innsbruck 1976,cross country skiing,10km women,9,Hilkka Kuntola,FIN,31:29.39
Innsbruck 1976,cross country skiing,10km women,10,Lena Carlzon Lundback,SWE,31:33.06
Innsbruck 1976,cross country skiing,10km women,11,Marjatta Kajosmaa,FIN,31:35.50
Innsbruck 1976,cross country skiing,10km women,12,Sigrun Krause,GDR,31:39.76
Innsbruck 1976,cross country skiing,10km women,13,Anna Pasiarova,TCH,31:44.97
Innsbruck 1976,cross country skiing,10km women,14,Monika Debertshauser,GDR,31:50.06
Innsbruck 1976,cross country skiing,10km women,15,Grete Kummen,NOR,32:02.59
Innsbruck 1976,cross country skiing,10km women,16,Gorel Partapuoli,SWE,32:04.63
Innsbruck 1976,cross country skiing,10km women,17,Blanka Paulu,TCH,32:06.54
Innsbruck 1976,cross country skiing,10km women,18,Berit Kvello,NOR,32:17.60
Innsbruck 1976,cross country skiing,10km women,19,Gabriela Svobodova,TCH,32:28.76
Innsbruck 1976,cross country skiing,10km women,20,Wladyslawa Majerczyk,POL,32:30.68
Innsbruck 1976,cross country skiing,10km women,21,Marie Johansson,SWE,32:33.18
Innsbruck 1976,cross country skiing,10km women,22,Marja Liisa Hamalainen,FIN,32:37.72
Innsbruck 1976,cross country skiing,10km women,23,Berit Johannessen,NOR,32:46.76
Innsbruck 1976,cross country skiing,10km women,24,Marit Myrm L,NOR,32:47.21
Innsbruck 1976,cross country skiing,10km women,25,Michaela Endler,FRG,32:55.62
Innsbruck 1976,cross country skiing,10km women,26,Anna Pawlusiak,POL,33:01.47
Innsbruck 1976,cross country skiing,10km women,27,Anna Duraj,POL,33:13.21
Innsbruck 1976,cross country skiing,10km women,28,Sharon Firth,CAN,33:15.20
