igre,disciplina,poddisciplina,mesto,ime,drzava,rezultat 
Lillehammer 1994,alpine skiing,downhill women,18,Katrin Gutensohn,GER,1:38.14
Lillehammer 1994,alpine skiing,downhill women,19,Kerrin Lee Gartner,CAN,1:38.22
Lillehammer 1994,alpine skiing,downhill women,20,Megan Gerety,USA,1:38.24
Lillehammer 1994,alpine skiing,downhill women,21,Emi Kawabata,JPN,1:38.29
Lillehammer 1994,alpine skiing,downhill women,22,Heidi Zurbriggen,SUI,1:38.46
Lillehammer 1994,alpine skiing,downhill women,23,Spela Pretnar,SLO,1:38.50
Lillehammer 1994,alpine skiing,downhill women,24,Olga Vediacheva,KAZ,1:38.58
Lillehammer 1994,alpine skiing,downhill women,25,Barbara Merlin,ITA,1:38.65
Lillehammer 1994,alpine skiing,downhill women,26,Regine Cavagnoud,FRA,1:38.69
Lillehammer 1994,alpine skiing,downhill women,27,Krista Schmidinger,USA,1:38.76
Lillehammer 1994,alpine skiing,downhill women,28,Heidi Zeller Bahler,SUI,1:38.78
Lillehammer 1994,alpine skiing,downhill women,29,Nathalie Bouvier,FRA,1:38.85
Lillehammer 1994,alpine skiing,downhill women,30,Michelle Mckendry,CAN,1:38.88
Lillehammer 1994,alpine skiing,downhill women,31,Anja Haas,AUT,1:38.98
Lillehammer 1994,alpine skiing,downhill women,32,Lucia Medzihradska,SVK,1:39.22
Lillehammer 1994,alpine skiing,downhill women,33,Vreni Schneider,SUI,1:39.35
Lillehammer 1994,alpine skiing,downhill women,34,Erika Hansson,SWE,1:39.40
Lillehammer 1994,alpine skiing,downhill women,35,Natalia Buga,RUS,1:40.93
Lillehammer 1994,alpine skiing,downhill women,36,Mihaela Fera,ROU,1:41.07
Lillehammer 1994,alpine skiing,downhill women,37,Olga Loginova,UKR,1:43.07
Lillehammer 1994,alpine skiing,downhill women,38,Mira Golub,RUS,1:43.21
Lillehammer 1994,alpine skiing,downhill women,39,Szvetlana Keszthelyi,HUN,1:43.33
Lillehammer 1994,alpine skiing,downhill women,40,Maria Zarug,ROU,1:45.73
Lillehammer 1994,alpine skiing,downhill women,41,Francisca Steverlynck,ARG,1:46.76
Lillehammer 1994,alpine skiing,downhill women,42,Kristina Podhrushna,UKR,1:46.96
Lillehammer 1994,alpine skiing,downhill women,43,Gabriela Quijano,ARG,1:49.26
Lillehammer 1994,alpine skiing,downhill women,44,Jennifer Taylor,ARG,1:49.53
Lillehammer 1994,alpine skiing,giant slalom women,1,Deborah Compagnoni,ITA,2:30.97
Lillehammer 1994,alpine skiing,giant slalom women,2,Martina Ertl,GER,2:32.19
Lillehammer 1994,alpine skiing,giant slalom women,3,Vreni Schneider,SUI,2:32.97
Lillehammer 1994,alpine skiing,giant slalom women,4,Anita Wachter,AUT,2:33.06
Lillehammer 1994,alpine skiing,giant slalom women,5,Carole Merle,FRA,2:33.44
Lillehammer 1994,alpine skiing,giant slalom women,6,Eva Twardokens,USA,2:34.41
Lillehammer 1994,alpine skiing,giant slalom women,7,Lara Magoni,ITA,2:34.67
Lillehammer 1994,alpine skiing,giant slalom women,8,Marianne Kjorstad,NOR,2:34.79
Lillehammer 1994,alpine skiing,giant slalom women,9,Heidi Zeller Bahler,SUI,2:35.14
Lillehammer 1994,alpine skiing,giant slalom women,10,Christine Meier Hock,GER,2:35.22
Lillehammer 1994,alpine skiing,giant slalom women,11,Birgit Heeb,LIE,2:36.09
Lillehammer 1994,alpine skiing,giant slalom women,12,Spela Pretnar,SLO,2:36.11
Lillehammer 1994,alpine skiing,giant slalom women,13,Anna Lise Parisien,USA,2:36.44
Lillehammer 1994,alpine skiing,giant slalom women,14,Sylvia Eder,AUT,2:36.48
Lillehammer 1994,alpine skiing,giant slalom women,15,Sabina Panzanini,ITA,2:36.53
Lillehammer 1994,alpine skiing,giant slalom women,16,Karin Roten,SUI,2:36.55
Lillehammer 1994,alpine skiing,giant slalom women,17,Ainhoa Ibarra Astelarra,ESP,2:36.67
Lillehammer 1994,alpine skiing,giant slalom women,18,Regine Cavagnoud,FRA,2:36.78
Lillehammer 1994,alpine skiing,giant slalom women,19,Trine Bakke Rognmo,NOR,2:37.18
Lillehammer 1994,alpine skiing,giant slalom women,20,Urska Hrovat,SLO,2:38.16
Lillehammer 1994,alpine skiing,giant slalom women,21,Maria Jose Rienda,ESP,2:39.45
Lillehammer 1994,alpine skiing,giant slalom women,22,Monica Bosch Forrellad,ESP,2:41.23
Lillehammer 1994,alpine skiing,giant slalom women,23,Asta Halldorsdottir,ISL,2:44.20
Lillehammer 1994,alpine skiing,giant slalom women,24,Zali Steggall,AUS,2:46.14
Lillehammer 1994,alpine skiing,slalom women,1,Vreni Schneider,SUI,1:56.01
Lillehammer 1994,alpine skiing,slalom women,2,Elfriede Eder,AUT,1:56.35
Lillehammer 1994,alpine skiing,slalom women,3,Katja Koren,SLO,1:56.61
Lillehammer 1994,alpine skiing,slalom women,4,Pernilla Wiberg,SWE,1:56.68
Lillehammer 1994,alpine skiing,slalom women,5,Gabriela Zingre,SUI,1:57.80
Lillehammer 1994,alpine skiing,slalom women,6,Christine Von Gruningen,SUI,1:57.86
Lillehammer 1994,alpine skiing,slalom women,7,Roberta Serra,ITA,1:57.88
Lillehammer 1994,alpine skiing,slalom women,8,Urska Hrovat,SLO,1:58.07
Lillehammer 1994,alpine skiing,slalom women,9,Morena Gallizio,ITA,1:58.19
Lillehammer 1994,alpine skiing,slalom women,10,Deborah Compagnoni,ITA,1:58.26
Lillehammer 1994,alpine skiing,slalom women,11,Spela Pretnar,SLO,1:58.65
Lillehammer 1994,alpine skiing,slalom women,12,Monika Maierhofer,AUT,1:58.74
Lillehammer 1994,alpine skiing,slalom women,13,Christina Rodling,SWE,1:59.07
Lillehammer 1994,alpine skiing,slalom women,14,Martina Ertl,GER,1:59.65
Lillehammer 1994,alpine skiing,slalom women,15,Trude Gimle,NOR,1:59.87
Lillehammer 1994,alpine skiing,slalom women,16,Lara Magoni,ITA,2:00.01
Lillehammer 1994,alpine skiing,slalom women,17,Martina Accola,SUI,2:00.03
Lillehammer 1994,alpine skiing,slalom women,18,Carrie Sheinberg,USA,2:00.16
Lillehammer 1994,alpine skiing,slalom women,19,Kristina Andersson,SWE,2:00.75
Lillehammer 1994,alpine skiing,slalom women,20,Asta Halldorsdottir,ISL,2:01.55
Lillehammer 1994,alpine skiing,slalom women,22,Zali Steggall,AUS,2:03.04
Lillehammer 1994,alpine skiing,slalom women,23,Monica Bosch Forrellad,ESP,2:06.11
Lillehammer 1994,alpine skiing,slalom women,24,Caroline Poussier,AND,2:06.82
Lillehammer 1994,alpine skiing,slalom women,25,Szvetlana Keszthelyi,HUN,2:09.00
Lillehammer 1994,alpine skiing,slalom women,26,Gabriela Quijano,ARG,2:17.26
Lillehammer 1994,alpine skiing,slalom women,27,Ariana Boras,BIH,2:18.72
Lillehammer 1994,alpine skiing,slalom women,28,Agnes Litter,HUN,2:35.61
Lillehammer 1994,alpine skiing,super g women,1,Diann Roffe,USA,1:22.15
Lillehammer 1994,alpine skiing,super g women,2,Svetlana Gladisheva,RUS,1:22.44
Lillehammer 1994,alpine skiing,super g women,3,Isolde Kostner,ITA,1:22.45
Lillehammer 1994,alpine skiing,super g women,4,Pernilla Wiberg,SWE,1:22.67
Lillehammer 1994,alpine skiing,super g women,5,Morena Gallizio,ITA,1:22.73
Lillehammer 1994,alpine skiing,super g women,6,Katrin Gutensohn,GER,1:22.84
Lillehammer 1994,alpine skiing,super g women,7,Katja Koren,SLO,1:22.96
Lillehammer 1994,alpine skiing,super g women,8,Kerrin Lee Gartner,CAN,1:22.98
Lillehammer 1994,alpine skiing,super g women,9,Anita Wachter,AUT,1:23.01
Lillehammer 1994,alpine skiing,super g women,10,Shannon Nobis,USA,1:23.02
Lillehammer 1994,alpine skiing,super g women,11,Regine Cavagnoud,FRA,1:23.13
Lillehammer 1994,alpine skiing,super g women,12,Katherine Pace Lindsay,CAN,1:23.22
Lillehammer 1994,alpine skiing,super g women,13,Hilary Lindh,USA,1:23.38
Lillehammer 1994,alpine skiing,super g women,14,Florence Masnada,FRA,1:23.43
Lillehammer 1994,alpine skiing,super g women,15,Sylvia Eder,AUT,1:23.51
Lillehammer 1994,alpine skiing,super g women,16,Heidi Zeller Bahler,SUI,1:23.53
Lillehammer 1994,alpine skiing,super g women,17,Deborah Compagnoni,ITA,1:23.54
Lillehammer 1994,alpine skiing,super g women,18,Hilde Gerg,GER,1:23.63
Lillehammer 1994,alpine skiing,super g women,19,Carole Merle,FRA,1:23.72
Lillehammer 1994,alpine skiing,super g women,20,Melanie Suchet,FRA,1:23.74
Lillehammer 1994,alpine skiing,super g women,21,Warwara Zelenskaja,RUS,1:23.80
Lillehammer 1994,alpine skiing,super g women,22,Marianne Kjorstad,NOR,1:23.83
Lillehammer 1994,alpine skiing,super g women,24,Emi Kawabata,JPN,1:23.90
Lillehammer 1994,alpine skiing,super g women,25,Michelle Mckendry,CAN,1:24.13
Lillehammer 1994,alpine skiing,super g women,26,Urska Hrovat,SLO,1:24.49
Lillehammer 1994,alpine skiing,super g women,27,Erika Hansson,SWE,1:24.50
Lillehammer 1994,alpine skiing,super g women,29,Maria Jose Rienda,ESP,1:24.65
Lillehammer 1994,alpine skiing,super g women,30,Stefanie Schuster,AUT,1:24.76
Lillehammer 1994,alpine skiing,super g women,31,Michaela Gerg,GER,1:25.19
Lillehammer 1994,alpine skiing,super g women,32,Jeanette Lunde,NOR,1:25.32
Lillehammer 1994,alpine skiing,super g women,33,Lucia Medzihradska,SVK,1:25.57
Lillehammer 1994,alpine skiing,super g women,34,Natalia Buga,RUS,1:26.09
Lillehammer 1994,alpine skiing,super g women,35,Caroline Gedde Dahl,NOR,1:26.13
Lillehammer 1994,alpine skiing,super g women,36,Vicky Grau,AND,1:26.39
Lillehammer 1994,alpine skiing,super g women,37,Olga Vediacheva,KAZ,1:26.66
Lillehammer 1994,alpine skiing,super g women,38,Mira Golub,RUS,1:27.23
Lillehammer 1994,alpine skiing,super g women,39,Mihaela Fera,ROU,1:28.47
Lillehammer 1994,alpine skiing,super g women,40,Olga Loginova,UKR,1:30.00
Lillehammer 1994,alpine skiing,super g women,41,Szvetlana Keszthelyi,HUN,1:30.21
Lillehammer 1994,alpine skiing,super g women,42,Francisca Steverlynck,ARG,1:32.56
Lillehammer 1994,alpine skiing,super g women,43,Dominique Ezquerra,ARG,1:32.71
Lillehammer 1994,alpine skiing,super g women,44,Gabriela Quijano,ARG,1:33.45
Lillehammer 1994,alpine skiing,super g women,45,Carola Calello,ARG,1:35.87
Lillehammer 1994,alpine skiing,super g women,46,Carolina Photiades,CYP,1:43.97
Lillehammer 1994,biathlon,10km men,1,Sergei Tchepikov,RUS,0:28:07.0  0
Lillehammer 1994,biathlon,10km men,2,Ricco Gross,GER,0:28:13.0  0
Lillehammer 1994,biathlon,10km men,3,Sergey Tarasov,RUS,28:27.4
Lillehammer 1994,biathlon,10km men,4,Vladimir Dratchev,RUS,0:28:28.9  1
Lillehammer 1994,biathlon,10km men,5,Ludwig Gredler,AUT,29:05.4
Lillehammer 1994,biathlon,10km men,6,Frank Luck,GER,29:09.7
Lillehammer 1994,biathlon,10km men,7,Sven Fischer,GER,0:29:16.0  1
Lillehammer 1994,biathlon,10km men,8,Herve Flandin,FRA,0:29:33.8  1
Lillehammer 1994,biathlon,10km men,9,Janez Ozbolt,SLO,0:29:35.8  0
Lillehammer 1994,biathlon,10km men,10,Aleksandr Popov,BLR,0:29:38.5  0
Lillehammer 1994,biathlon,10km men,11,Patrice Bailly Salins,FRA,0:29:43.1  2
Lillehammer 1994,biathlon,10km men,12,Mark Kirchner,GER,0:29:51.7  2
Lillehammer 1994,biathlon,10km men,13,Johann Passler,ITA,0:29:53.1  2
Lillehammer 1994,biathlon,10km men,14,Ivar Michal Ulekleiv,NOR,0:29:56.6  1
Lillehammer 1994,biathlon,10km men,15,Harri Eloranta,FIN,0:30:02.1  4
Lillehammer 1994,biathlon,10km men,16,Valeri Kirienko,RUS,0:30:06.2  3
Lillehammer 1994,biathlon,10km men,17,Oleg Ryzhenkov,BLR,0:30:11.0  3
Lillehammer 1994,biathlon,10km men,18,Toras Dolniy,UKR,0:30:16.6  1
Lillehammer 1994,biathlon,10km men,19,Thierry Dusserre,FRA,0:30:22.6  2
Lillehammer 1994,biathlon,10km men,20,Ulf Johansson,SWE,0:30:24.2  3
Lillehammer 1994,biathlon,10km men,21,Petr Garabik,CZE,0:30:31.2  1
Lillehammer 1994,biathlon,10km men,22,Wolfgang Perner,AUT,0:30:31.5  3
Lillehammer 1994,biathlon,10km men,23,Pieralberto Carrara,ITA,0:30:33.1  3
Lillehammer 1994,biathlon,10km men,24,Wilfried Pallhuber,ITA,0:30:35.2  3
Lillehammer 1994,biathlon,10km men,25,Jon Age Tyldum,NOR,0:30:36.7  2
Lillehammer 1994,biathlon,10km men,26,Steve Cyr,CAN,0:30:41.2  3
Lillehammer 1994,biathlon,10km men,27,Jan Ziemianin,POL,0:30:44.2  2
Lillehammer 1994,biathlon,10km men,28,Ole Einar Bjoerndalen,NOR,0:30:44.6  1
Lillehammer 1994,biathlon,10km men,29,Jiri Holubec,CZE,0:30:45.2  2
Lillehammer 1994,biathlon,10km men,30,Franz Schuler,AUT,0:30:55.2  4
Lillehammer 1994,biathlon,10km men,31,Krasimir Videnov,BUL,0:30:59.3  1
Lillehammer 1994,biathlon,10km men,32,Tomasz Sikora,POL,0:31:02.6  3
Lillehammer 1994,biathlon,10km men,33,Janos Panyik,HUN,0:31:04.3  2
Lillehammer 1994,biathlon,10km men,34,Gheorghe Vasile,ROU,0:31:05.3  2
Lillehammer 1994,biathlon,10km men,35,Stephane Bouthiaux,FRA,0:31:07.3  3
Lillehammer 1994,biathlon,10km men,36,Uros Velepec,SLO,0:31:07.5  2
Lillehammer 1994,biathlon,10km men,37,Victor Maigourov,BLR,0:31:09.2  3
Lillehammer 1994,biathlon,10km men,38,Per Brandt,SWE,0:31:27.4  1
Lillehammer 1994,biathlon,10km men,39,Hillar Zahkna,EST,0:31:28.7  3
Lillehammer 1994,biathlon,10km men,40,Valentin Dzhima,UKR,0:31:31.8  3
Lillehammer 1994,biathlon,10km men,41,Ilmars Bricis,LAT,0:31:36.9  4
Lillehammer 1994,biathlon,10km men,42,Misao Kodate,JPN,0:31:40.2  3
Lillehammer 1994,biathlon,10km men,43,Martin Pfurtscheller,AUT,0:31:47.2  5
Lillehammer 1994,biathlon,10km men,44,Andreas Zingerle,ITA,0:31:50.5  2
Lillehammer 1994,biathlon,10km men,45,Igor Khokhriakov,BLR,0:31:50.7  4
Lillehammer 1994,biathlon,10km men,46,Tomas Kos,CZE,0:31:52.0  1
Lillehammer 1994,biathlon,10km men,47,Ivan Maksymov,UKR,0:31:52.7  3
Lillehammer 1994,biathlon,10km men,48,Dmitriy Pantov,KAZ,0:31:54.2  5
Lillehammer 1994,biathlon,10km men,49,Ian Woods,GBR,0:31:58.3  2
Lillehammer 1994,biathlon,10km men,50,Aivo Udras,EST,0:32:02.1  4
Lillehammer 1994,biathlon,10km men,51,Pavel Kotraba,SVK,0:32:04.0  4
Lillehammer 1994,biathlon,10km men,52,Vesa Hietalahti,FIN,0:32:06.0  5
Lillehammer 1994,biathlon,10km men,53,Sylfest Glimsdal,NOR,0:32:07.4  3
Lillehammer 1994,biathlon,10km men,54,Erkki Latvala,FIN,0:32:08.4  3
Lillehammer 1994,biathlon,10km men,55,Gintaras Jasinskas,LTU,0:32:15.4  3
Lillehammer 1994,biathlon,10km men,56,Athanassios Tsakiris,GRE,0:32:21.5  3
Lillehammer 1994,biathlon,10km men,57,Daniel Krcmar,SVK,0:32:24.1  4
Lillehammer 1994,biathlon,10km men,58,Olaf Mihelson,EST,0:32:30.7  3
Lillehammer 1994,biathlon,10km men,59,Matjaz Poklukar,SLO,0:32:31.7  3
Lillehammer 1994,biathlon,10km men,60,Jean Marc Chabloz,SUI,0:32:35.6  3
Lillehammer 1994,biathlon,10km men,61,Krzysztof Topor,POL,0:32:37.7  3
Lillehammer 1994,biathlon,10km men,62,Glenn Rupertus,CAN,0:32:47.7  5
Lillehammer 1994,biathlon,10km men,63,Daniel Hediger,SUI,0:33:05.6  8
Lillehammer 1994,biathlon,10km men,64,David Jareckie,USA,0:33:15.6  4
Lillehammer 1994,biathlon,10km men,65,Duncan Douglas,USA,0:33:29.2  3
Lillehammer 1994,biathlon,10km men,66,Aivars Bogdanovs,LAT,0:33:52.0  6
Lillehammer 1994,biathlon,10km men,67,Kenneth Rudd,GBR,0:34:19.7  4
Lillehammer 1994,biathlon,10km men,68,Vasilii Gherghi,MDA,0:34:48.0  3
Lillehammer 1994,biathlon,20km men,1,Sergey Tarasov,RUS,57:25.3
Lillehammer 1994,biathlon,20km men,2,Frank Luck,GER,57:28.7
Lillehammer 1994,biathlon,20km men,3,Sven Fischer,GER,57:41.9
Lillehammer 1994,biathlon,20km men,4,Aleksandr Popov,BLR,0:57:53.1  0
Lillehammer 1994,biathlon,20km men,5,Jens Steinigen,GER,58:18.1
Lillehammer 1994,biathlon,20km men,6,Andreas Zingerle,ITA,58:54.1
Lillehammer 1994,biathlon,20km men,7,Mark Kirchner,GER,0:59:16.4  4
Lillehammer 1994,biathlon,20km men,8,Sergei Tchepikov,RUS,0:59:31.4  5
Lillehammer 1994,biathlon,20km men,9,Sylfest Glimsdal,NOR,0:59:42.4  3
Lillehammer 1994,biathlon,20km men,10,Alfred Eder,AUT,0:59:43.9  0
Lillehammer 1994,biathlon,20km men,11,Petr Garabik,CZE,0:59:48.9  1
Lillehammer 1994,biathlon,20km men,12,Toras Dolniy,UKR,0:59:51.1  3
Lillehammer 1994,biathlon,20km men,13,Patrice Bailly Salins,FRA,0:59:53.5  4
Lillehammer 1994,biathlon,20km men,14,Roman Zvonkov,UKR,1:00:06.8  0
Lillehammer 1994,biathlon,20km men,15,Pieralberto Carrara,ITA,1:00:14.2  4
Lillehammer 1994,biathlon,20km men,16,Aivo Udras,EST,1:00:14.5  3
Lillehammer 1994,biathlon,20km men,17,Jiri Holubec,CZE,1:00:18.9  1
Lillehammer 1994,biathlon,20km men,18,Ludwig Gredler,AUT,1:00:21.6  5
Lillehammer 1994,biathlon,20km men,19,Gundars Upenieks,LAT,1:00:26.5  2
Lillehammer 1994,biathlon,20km men,20,Wilfried Pallhuber,ITA,1:00:27.1  5
Lillehammer 1994,biathlon,20km men,21,Gheorghe Vasile,ROU,1:00:33.7  2
Lillehammer 1994,biathlon,20km men,22,Patrick Favre,ITA,1:00:40.3  3
Lillehammer 1994,biathlon,20km men,23,Victor Maigourov,BLR,1:00:42.7  4
Lillehammer 1994,biathlon,20km men,24,Valery Medvedtsev,RUS,1:00:44.0  3
Lillehammer 1994,biathlon,20km men,25,Leif Andersson 1,SWE,1:01:03.7  1
Lillehammer 1994,biathlon,20km men,26,Vitaly Mohylenko,UKR,1:01:07.7  3
Lillehammer 1994,biathlon,20km men,27,Per Brandt,SWE,1:01:09.4  3
Lillehammer 1994,biathlon,20km men,28,Vadim Sashurin,BLR,1:01:09.8  2
Lillehammer 1994,biathlon,20km men,29,Janez Ozbolt,SLO,1:01:19.1  3
Lillehammer 1994,biathlon,20km men,30,Harri Eloranta,FIN,1:01:40.9  6
Lillehammer 1994,biathlon,20km men,31,Janos Panyik,HUN,1:01:41.6  4
Lillehammer 1994,biathlon,20km men,32,Lionel Laurent,FRA,1:01:42.6  3
Lillehammer 1994,biathlon,20km men,33,Hanspeter Knobel,SUI,1:01:42.8  1
Lillehammer 1994,biathlon,20km men,34,Ivan Masarik,CZE,1:01:46.0  3
Lillehammer 1994,biathlon,20km men,35,Valeri Kirienko,RUS,1:01:46.3  6
Lillehammer 1994,biathlon,20km men,36,Ole Einar Bjoerndalen,NOR,1:01:51.0  4
Lillehammer 1994,biathlon,20km men,37,Athanassios Tsakiris,GRE,1:01:51.7  1
Lillehammer 1994,biathlon,20km men,38,Jure Velepec,SLO,1:01:58.0  2
Lillehammer 1994,biathlon,20km men,39,Jan Ziemianin,POL,1:02:00.6  4
Lillehammer 1994,biathlon,20km men,40,Olegs Maluhins,LAT,1:02:02.1  4
Lillehammer 1994,biathlon,20km men,41,Timo Seppala,FIN,1:02:07.0  3
Lillehammer 1994,biathlon,20km men,42,Ulf Johansson,SWE,1:02:14.2  4
Lillehammer 1994,biathlon,20km men,43,Steve Cyr,CAN,1:02:20.7  6
Lillehammer 1994,biathlon,20km men,44,Herve Flandin,FRA,1:02:25.9  4
Lillehammer 1994,biathlon,20km men,45,Jean Marc Chabloz,SUI,1:02:27.9  4
Lillehammer 1994,biathlon,20km men,46,Halvard Hanevold,NOR,1:02:52.0  4
Lillehammer 1994,biathlon,20km men,47,Franck Perrot,FRA,1:02:57.0  3
Lillehammer 1994,biathlon,20km men,48,Franz Schuler,AUT,1:03:01.4  7
Lillehammer 1994,biathlon,20km men,49,Glenn Rupertus,CAN,1:03:05.9  5
Lillehammer 1994,biathlon,20km men,50,Lukas Krejci,SVK,1:03:28.0  5
Lillehammer 1994,biathlon,20km men,51,Dmitriy Pantov,KAZ,1:03:29.8  6
Lillehammer 1994,biathlon,20km men,52,Jon Age Tyldum,NOR,1:03:31.7  3
Lillehammer 1994,biathlon,20km men,53,Yevgeny Redkin,BLR,1:03:34.9  6
Lillehammer 1994,biathlon,20km men,54,Ian Woods,GBR,1:03:44.0  3
Lillehammer 1994,biathlon,20km men,55,Michael Dixon,GBR,1:03:44.0  1
Lillehammer 1994,biathlon,20km men,56,Pavel Sladek,SVK,1:03:51.7  3
Lillehammer 1994,biathlon,20km men,57,Martin Pfurtscheller,AUT,1:03:56.3  7
Lillehammer 1994,biathlon,20km men,58,Gintaras Jasinskas,LTU,1:04:08.9  6
Lillehammer 1994,biathlon,20km men,59,Bostjan Lekan,SLO,1:05:12.3  5
Lillehammer 1994,biathlon,20km men,60,Krasimir Videnov,BUL,1:05:21.4  6
Lillehammer 1994,biathlon,20km men,61,Urmas Kaldvee,EST,1:05:23.2  7
Lillehammer 1994,biathlon,20km men,62,Misao Kodate,JPN,1:05:34.6  7
Lillehammer 1994,biathlon,20km men,63,Wieslaw Ziemianin,POL,1:05:48.8  6
Lillehammer 1994,biathlon,20km men,64,Jon Engen,USA,1:06:39.7  4
Lillehammer 1994,biathlon,20km men,65,Curt Schreiner,USA,1:07:41.6  6
Lillehammer 1994,biathlon,20km men,66,Glenn Olsson,SWE,1:07:55.9  7
Lillehammer 1994,biathlon,20km men,67,Jan Wojtas,POL,1:08:10.5  7
Lillehammer 1994,biathlon,20km men,68,Vesa Hietalahti,FIN,1:08:49.1 10
Lillehammer 1994,biathlon,20km men,69,Kalju Ojaste,EST,1:11:21.4 10
Lillehammer 1994,biathlon,20km men,70,Vasilii Gherghi,MDA,1:16:30.4  9
Lillehammer 1994,biathlon,15km women,1,Myriam Bedard,CAN,0:52:06.6 (2)
Lillehammer 1994,biathlon,15km women,2,Anne Briand,FRA,52:53.3
Lillehammer 1994,biathlon,15km women,3,Uschi Disl,GER,53:15.3
Lillehammer 1994,biathlon,15km women,4,Svetlana Paramygina,BLR,53:21.3
Lillehammer 1994,biathlon,15km women,5,Corinne Niogret,FRA,53:38.1
Lillehammer 1994,biathlon,15km women,6,Martina Halinarova,SVK,53:56.4
Lillehammer 1994,biathlon,15km women,7,Natalia Permyakova,BLR,0:53:59.2  2
Lillehammer 1994,biathlon,15km women,8,Kerryn Rim,AUS,0:54:10.1  2
Lillehammer 1994,biathlon,15km women,9,Antje Misersky,GER,0:54:12.4  3
Lillehammer 1994,biathlon,15km women,10,Luisa Noskova,RUS,0:54:18.2  4
Lillehammer 1994,biathlon,15km women,11,Delphine Heymann Burlet,FRA,0:54:21.8  1
Lillehammer 1994,biathlon,15km women,12,Olena Zubrilova,UKR,0:54:40.4  4
Lillehammer 1994,biathlon,15km women,13,Nadiya Bilova,UKR,0:54:44.3  3
Lillehammer 1994,biathlon,15km women,14,Joan Smith,USA,0:54:46.7  3
Lillehammer 1994,biathlon,15km women,15,Petra Schaaf,GER,0:54:52.9  5
Lillehammer 1994,biathlon,15km women,16,Nadejda Talanova,RUS,0:55:14.0  5
Lillehammer 1994,biathlon,15km women,17,Joan Guetschow,USA,0:55:19.4  1
Lillehammer 1994,biathlon,15km women,18,Adina Sotropa,ROU,0:55:27.4  1
Lillehammer 1994,biathlon,15km women,19,Lise Meloche,CAN,0:55:27.4  2
Lillehammer 1994,biathlon,15km women,20,Veronique Claudel,FRA,0:55:40.6  2
Lillehammer 1994,biathlon,15km women,21,Hildegunn Fossen,NOR,0:55:55.4  3
Lillehammer 1994,biathlon,15km women,22,Maria Manolova,BUL,0:55:58.2  2
Lillehammer 1994,biathlon,15km women,23,Natalia Snytina,RUS,0:55:58.7  4
Lillehammer 1994,biathlon,15km women,24,Jinfen Wang,CHN,0:56:00.8  5
Lillehammer 1994,biathlon,15km women,25,Nathalie Santer,ITA,0:56:07.4  8
Lillehammer 1994,biathlon,15km women,26,Anfisa Reztsova,RUS,0:56:10.2  8
Lillehammer 1994,biathlon,15km women,27,Eveli Peterson,EST,0:56:11.0  3
Lillehammer 1994,biathlon,15km women,28,Irina Kokoueva,BLR,0:56:12.0  6
Lillehammer 1994,biathlon,15km women,29,Inna Sheshkil,KAZ,0:56:16.5  5
Lillehammer 1994,biathlon,15km women,30,Ieva Cederstrema,LAT,0:57:03.8  5
Lillehammer 1994,biathlon,15km women,31,Elin Kristiansen,NOR,0:57:04.2  3
Lillehammer 1994,biathlon,15km women,32,Laura Tavares,USA,0:57:04.3  4
Lillehammer 1994,biathlon,15km women,33,Beth Coats,USA,0:57:20.0  4
Lillehammer 1994,biathlon,15km women,34,Iveta Knizkova,CZE,0:57:23.7  6
Lillehammer 1994,biathlon,15km women,35,Eva Hakova,CZE,0:57:43.2  6
Lillehammer 1994,biathlon,15km women,36,Simone Greiner Petter,GER,0:58:06.5  7
Lillehammer 1994,biathlon,15km women,37,Jirina Pelcova,CZE,0:58:07.3  3
Lillehammer 1994,biathlon,15km women,38,Tuija Sikio,FIN,0:58:13.1  5
Lillehammer 1994,biathlon,15km women,39,Aiqin Song,CHN,0:58:25.0  5
Lillehammer 1994,biathlon,15km women,40,Sona Mihokova,SVK,0:58:46.5  7
Lillehammer 1994,biathlon,15km women,41,Iva Karagiozova,BUL,0:58:48.2  4
Lillehammer 1994,biathlon,15km women,42,Krista Lepik,EST,0:58:54.9  5
Lillehammer 1994,biathlon,15km women,43,Gunn Margit Andreassen,NOR,0:59:02.7  3
Lillehammer 1994,biathlon,15km women,44,Andreja Grasic,SLO,0:59:09.3  9
Lillehammer 1994,biathlon,15km women,45,Agata Suszka,POL,0:59:13.2  4
Lillehammer 1994,biathlon,15km women,46,Maria Schylander,SWE,0:59:14.2  3
Lillehammer 1994,biathlon,15km women,47,Nadejda Alexieva,BUL,0:59:15.0  3
Lillehammer 1994,biathlon,15km women,48,Mari Lampinen,FIN,0:59:16.9  6
Lillehammer 1994,biathlon,15km women,49,Natalia Ryzhenkova,BLR,0:59:26.9  9
Lillehammer 1994,biathlon,15km women,50,Irena Cesnekova,CZE,0:59:29.0  4
Lillehammer 1994,biathlon,15km women,51,Kristin Berg,CAN,0:59:36.5  6
Lillehammer 1994,biathlon,15km women,52,Helena Mikolajczyk,POL,0:59:44.8  7
Lillehammer 1994,biathlon,15km women,53,Jelena Vsivtseva,EST,0:59:50.1  6
Lillehammer 1994,biathlon,15km women,54,Yoshiko Honda,JPN,1:00:00.5  6
Lillehammer 1994,biathlon,15km women,55,Tuija Vuoksiala,FIN,1:00:09.3  6
Lillehammer 1994,biathlon,15km women,56,Katja Holanti,FIN,1:00:13.6  7
Lillehammer 1994,biathlon,15km women,57,Halina Piton,POL,1:00:18.2  7
